Encadenamiento sintáctico;La ciudad, que era muy antigua, tenía muchas calles estrechas y empedradas, las cuales estaban llenas de tiendas y restaurantes.;La ciudad era muy antigua. La ciudad tenía muchas calles estrechas y empedradas. Las calles estaban llenas de tiendas y restaurantes.;SI
Encadenamiento sintáctico;El jardín estaba lleno de flores, las cuales desprendían un aroma delicioso, y los pájaros cantaban en los árboles.;El jardín estaba lleno de flores. Las flores desprendían un aroma delicioso. Los pájaros cantaban en los árboles del jardín.;SI
Encadenamiento sintáctico;El niño subió a la montaña, desde donde se veía todo el valle, y se quedó allí hasta que se puso el sol.;El niño subió a la montaña. Desde la montaña se veía todo el valle. El niño se quedó en la montaña hasta que se puso el sol.;SI
Encadenamiento sintáctico;El libro, que había sido escrito por un autor desconocido, se convirtió en un bestseller, y todo el mundo hablaba de él.;El libro había sido escrito por un autor desconocido. El libro se convirtió en un bestseller. Todo el mundo hablaba del libro.;SI
Encadenamiento sintáctico;El coche, que era muy viejo, empezó a hacer un ruido extraño, y tuvieron que llamar a un mecánico.;El coche era muy viejo. El coche empezó a hacer un ruido extraño. Tuvieron que llamar a un mecánico;SI
Encadenamiento sintáctico;Luego vuelvo a quererte, cuando nos acostamos y siento que estás hecha para mí, que de algún modo me lo dicen tu rodilla y tu vientre, que mis manos me convencen de ello, y que no hay otro lugar en donde yo me venga, a donde yo vaya, mejor que tu cuerpo.;Luego vuelvo a quererte, cuando nos acostamos y siento que estás hecha para mí, que de algún modo me lo dicen tus ojos y tus manos, que mi corazón me convence de ello, y que no hay otro lugar en donde yo me sienta, a donde yo vaya, mejor que a tu lado.;NO
Encadenamiento sintáctico;María cocinó la cena, la cual consistía en una lasaña casera, y la sirvió con una ensalada fresca y un vino tinto.;María preparó la cena, la cual consistía en una lasaña casera, y la acompañó con una ensalada fresca y un vino blanco.;NO
Encadenamiento sintáctico;El perro, que era muy juguetón, corría por el jardín, saltaba sobre las hojas caídas, y ladraba a los pájaros.;El gato, que era muy juguetón, corría por el jardín, saltaba sobre las hojas caídas, y perseguía a los pájaros.;NO
Encadenamiento sintáctico;El profesor explicó la teoría, la cual era muy compleja, a través de ejemplos prácticos, y todos los alumnos la entendieron.;El profesor presentó la teoría, la cual era muy compleja, a través de ejemplos prácticos, y todos los alumnos la comprendieron.;NO
Encadenamiento sintáctico;Juan y María fueron al cine, vieron una película de acción, y después cenaron en un restaurante italiano.;Juan y María fueron al teatro, vieron una obra de drama, y después cenaron en un restaurante chino.;NO
Encadenamiento sintáctico;La ciudad, que era muy antigua, tenía muchas calles estrechas y empedradas, las cuales estaban llenas de tiendas y restaurantes.;La ciudad, que era muy moderna, tenía muchas avenidas amplias y asfaltadas, las cuales estaban llenas de tiendas y restaurantes.;NO
Encadenamiento sintáctico;El jardín estaba lleno de flores, las cuales desprendían un aroma delicioso, y los pájaros cantaban en los árboles.;El parque estaba lleno de flores, las cuales desprendían un aroma delicioso, y los pájaros cantaban en los árboles.;NO
Encadenamiento sintáctico;El niño subió a la colina, desde donde se veía todo el valle, y se quedó allí hasta que se puso el sol.;El niño escaló la montaña, desde donde se veía todo el valle, y se quedó allí hasta que se puso el sol.;NO
Encadenamiento sintáctico;El libro, que había sido escrito por un autor desconocido, se convirtió en un bestseller, y todo el mundo hablaba de él.;El libro, que había sido escrito por un autor famoso, se convirtió en un bestseller, y todo el mundo hablaba de él.;NO
Encadenamiento sintáctico;El coche, que era muy viejo, empezó a hacer un ruido extraño, y tuvieron que llamar a un mecánico.;El coche, que era muy nuevo, empezó a hacer un ruido extraño, y tuvieron que llamar a un mecánico.;NO
